120,1
7.333333333,0
13,0
12.83333333,0
11,1
11.33333333,0
11,0
10.83333333,0
12.16666667,0
12.16666667,0
12.33333333,0
12.33333333,0
10.33333333,1
10,0
12.33333333,0
9.666666667,1
12.5,0
12.33333333,0
12.83333333,0
12.33333333,0
12.66666667,1
12.83333333,0
12.5,0
13.16666667,0
12.66666667,0
14,0
13.16666667,0
13,0
15,1
15,1
16.33333333,1
15.5,1
16,1
15.16666667,1
16.83333333,1
16.83333333,1
16.83333333,1
16.66666667,1
16.83333333,1
16.16666667,1
16.83333333,1
13,0
14.33333333,1
14.5,0
13.83333333,0
15.33333333,1
14.5,0
14,0
15.33333333,1
15,1
14.16666667,0
15,1
14.83333333,0
12.83333333,0
13.83333333,1
13.83333333,0
13.16666667,0
13.83333333,0
14.66666667,0
14,1
14,0
15.5,1
14,0
14,0
13.83333333,0
12.83333333,0
15,1
11.5,0
14.16666667,0
14.16666667,0
14.83333333,1
14.33333333,0
14.83333333,0
13.66666667,0
14.33333333,0
14.16666667,0
13.33333333,0
13.66666667,0
13.83333333,0
12.83333333,0
13.33333333,0
13.83333333,0
15.16666667,1
14.5,0
14.5,0
13.5,0
12.16666667,0
12.5,1
12.83333333,0
14.33333333,1
13.66666667,0
14.16666667,0
14.33333333,0
13.33333333,1
13.33333333,0
14,0
13,0
13.83333333,1
13.16666667,0
13.16666667,0
12.83333333,0
13.33333333,0
13.33333333,0
13.66666667,0
12.16666667,0
11.83333333,1
14,0
13.66666667,0
13.33333333,0
13.66666667,1
12.33333333,0
13.33333333,0
13,0
14.33333333,0
13.16666667,0
13.83333333,0
13.5,0
12.83333333,0
12.33333333,1
13.16666667,0
12.5,0
